KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
6,0.36567748,"saas platform, saas, platform, issue, server, performance",Low
27,0.37660378,"investment, processing, analytic platform, platform, data, analytic",Low
34,0.5739323,"charge, billing, invoice, account, statement, subscription",High
23,0.20632641,"integration, analytic, team, support, provide, investment",Low
39,0.46734852,"connectivity, network, device, issue, problem, connectivity issue",High
43,0.3432302,"outage, service, service outage, issue, disruption, impact",Low
16,0.30116722,"marketing, agency, marketing agency, issue, digital, campaign",Low
39,0.2564178,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.3260204,"integration, analytic, team, support, provide, investment",Low
36,0.36212698,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
43,0.3919866,"outage, service, service outage, issue, disruption, impact",Low
42,0.32064638,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",Low
39,0.49467766,"connectivity, network, device, issue, problem, connectivity issue",High
23,0.33275092,"integration, analytic, team, support, provide, investment",Low
23,0.30331427,"integration, analytic, team, support, provide, investment",Low
5,0.37810498,"security, breach, security breach, incident, medical, hospital",Low
39,0.37357584,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.20204817,"integration, analytic, team, support, provide, investment",Low
39,0.4895206,"connectivity, network, device, issue, problem, connectivity issue",High
31,0.51983166,"security, healthcare, compliance, security solution, datum, solution",High
39,0.33948854,"connectivity, network, device, issue, problem, connectivity issue",Low
36,0.3509297,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
34,0.5725653,"charge, billing, invoice, account, statement, subscription",High
6,0.33350736,"saas platform, saas, platform, issue, server, performance",Low
20,0.31162095,"crash, issue, software, application, software crash, problem",Low
23,0.18956557,"integration, analytic, team, support, provide, investment",Low
23,0.2700181,"integration, analytic, team, support, provide, investment",Low
23,0.14022617,"integration, analytic, team, support, provide, investment",Low
23,0.20229615,"integration, analytic, team, support, provide, investment",Low
43,0.34712538,"outage, service, service outage, issue, disruption, impact",Low
16,0.32013023,"marketing, agency, marketing agency, issue, digital, campaign",Low
22,0.28126004,"issue, software, update, problem, integration, resolve",Low
23,0.30922428,"integration, analytic, team, support, provide, investment",Low
23,0.17526779,"integration, analytic, team, support, provide, investment",Low
31,0.29458973,"security, healthcare, compliance, security solution, datum, solution",Low
23,0.30906194,"integration, analytic, team, support, provide, investment",Low
23,0.31319246,"integration, analytic, team, support, provide, investment",Low
39,0.54472643,"connectivity, network, device, issue, problem, connectivity issue",High
23,0.33222607,"integration, analytic, team, support, provide, investment",Low
23,0.2935135,"integration, analytic, team, support, provide, investment",Low
25,0.46982175,"marketing, digital, social medium, social, medium, strategy",High
39,0.41095495,"connectivity, network, device, issue, problem, connectivity issue",Low
43,0.30899245,"outage, service, service outage, issue, disruption, impact",Low
23,0.18378384,"integration, analytic, team, support, provide, investment",Low
22,0.23751971,"issue, software, update, problem, integration, resolve",Low
5,0.32127103,"security, breach, security breach, incident, medical, hospital",Low
23,0.24410604,"integration, analytic, team, support, provide, investment",Low
2,0.31092122,"investment, analytic, data analytic, data, tool, investment strategy",Low
34,0.5039001,"charge, billing, invoice, account, statement, subscription",High
22,0.21556093,"issue, software, update, problem, integration, resolve",Low
39,0.21549699,"connectivity, network, device, issue, problem, connectivity issue",Low
31,0.30375552,"security, healthcare, compliance, security solution, datum, solution",Low
39,0.5486464,"connectivity, network, device, issue, problem, connectivity issue",High
22,0.26246557,"issue, software, update, problem, integration, resolve",Low
31,0.3083424,"security, healthcare, compliance, security solution, datum, solution",Low
23,0.31407735,"integration, analytic, team, support, provide, investment",Low
23,0.32322562,"integration, analytic, team, support, provide, investment",Low
39,0.33912873,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.2911314,"integration, analytic, team, support, provide, investment",Low
39,0.3797273,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.22032298,"integration, analytic, team, support, provide, investment",Low
39,0.26211512,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.21377796,"connectivity, network, device, issue, problem, connectivity issue",Low
7,0.5210942,"billing, update billing, payment, billing information, update, request update",High
23,0.24312972,"integration, analytic, team, support, provide, investment",Low
39,0.36842114,"connectivity, network, device, issue, problem, connectivity issue",Low
6,0.37611178,"saas platform, saas, platform, issue, server, performance",Low
23,0.18435188,"integration, analytic, team, support, provide, investment",Low
23,0.33848694,"integration, analytic, team, support, provide, investment",Low
39,0.47984377,"connectivity, network, device, issue, problem, connectivity issue",High
39,0.32108474,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.30718282,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.22705159,"integration, analytic, team, support, provide, investment",Low
36,0.43180174,"billing, discrepancy, payment, billing discrepancy, issue, account",High
23,0.2709842,"integration, analytic, team, support, provide, investment",Low
5,0.31699795,"security, breach, security breach, incident, medical, hospital",Low
39,0.43177602,"connectivity, network, device, issue, problem, connectivity issue",High
39,0.28803164,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.3068817,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.27926597,"integration, analytic, team, support, provide, investment",Low
39,0.29607597,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.21493699,"integration, analytic, team, support, provide, investment",Low
23,0.3249094,"integration, analytic, team, support, provide, investment",Low
23,0.25181982,"integration, analytic, team, support, provide, investment",Low
7,0.6677181,"billing, update billing, payment, billing information, update, request update",High
23,0.29810295,"integration, analytic, team, support, provide, investment",Low
39,0.3243348,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.30594906,"integration, analytic, team, support, provide, investment",Low
36,0.5014213,"billing, discrepancy, payment, billing discrepancy, issue, account",High
39,0.41311514,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.30930477,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.42766955,"connectivity, network, device, issue, problem, connectivity issue",High
34,0.4445714,"charge, billing, invoice, account, statement, subscription",High
31,0.4531795,"security, healthcare, compliance, security solution, datum, solution",High
43,0.42894801,"outage, service, service outage, issue, disruption, impact",High
31,0.33121932,"security, healthcare, compliance, security solution, datum, solution",Low
23,0.30505505,"integration, analytic, team, support, provide, investment",Low
39,0.57386434,"connectivity, network, device, issue, problem, connectivity issue",High
23,0.2390631,"integration, analytic, team, support, provide, investment",Low
23,0.2013816,"integration, analytic, team, support, provide, investment",Low
39,0.46657264,"connectivity, network, device, issue, problem, connectivity issue",High
23,0.34340373,"integration, analytic, team, support, provide, investment",Low
40,0.41374585,"campaign, marketing campaign, marketing, target, engagement, digital",Low
39,0.20484537,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.30826396,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.23583765,"integration, analytic, team, support, provide, investment",Low
6,0.40053958,"saas platform, saas, platform, issue, server, performance",Low
