Index,Recorded Language,Predicted Language,Prediction Confidence,Subject,Any Disagreement,Potential Mismatch
355,EN,EN,0.9083533729542378,Login Problem on Windows 10,False,False
356,EN,EN,0.8587090769505689,Query About Recent Invoice Payment Fees,False,False
357,EN,EN,0.9664241518339056,Network Notification,False,False
358,EN,EN,0.8688902717001254,Critical Service Downtime,False,False
359,EN,EN,0.8164709875580433,Issue Diagnosis,False,False
360,DE,DE,0.9948503379658581,Einhaltung von Vorschriften,False,False
361,EN,EN,0.9862812408585767,Urgent Inquiry into Cloud SaaS Platform Outage,False,False
362,EN,EN,0.7575883466114991,Connectivity Disruption,False,False
363,EN,EN,0.8237112970098268,Report of System Incident,False,False
364,EN,EN,0.646636354471699,Payment Billing Details,False,False
365,EN,EN,0.8712227959378513,Request for Network Security Authorization,False,False
366,EN,EN,0.8432968595359828,Immediate Support Requested for Cloud-Native Outage,False,False
367,DE,DE,0.9958421659938619,Benachrichtigung über Geräteverbindungsprobleme,False,False
368,DE,EN,0.8217768003392273,Inquiry Regarding Product Exchange Procedures,True,False
369,DE,DE,0.9971646611561981,Abstimmung der Datenübertragung,False,False
370,EN,EN,0.9294678215936253,Several Problems with Multiple Devices,False,False
371,DE,DE,0.99429473829495,Verbindungsproblem,False,False
372,DE,DE,0.9956925892404703,Guidelines for Incorporating Python Models,False,False
373,EN,EN,0.9664876074828778,Internet Connectivity Interruption,False,False
374,EN,EN,0.927305882317663,Question About Integration Procedures for Microsoft Office 2021 SaaS Platform,False,False
375,DE,DE,0.9868215818235551,Eiltige Störungen im Hardware-Service,False,False
376,EN,EN,0.7589886346855184,Query Regarding Account Management Center Integration,False,False
377,DE,DE,0.7272852643493077,Inquiry Regarding Marketing Services,False,False
378,EN,EN,0.8417703085982083,Request for Certification Documentation,False,False
379,DE,EN,0.8965102941754501,Incident Involving Devices,True,False
380,EN,EN,0.933620389617424,Problems Linking Microsoft Word VPN Router,False,False
381,EN,EN,0.9084644797874345,Critical Service Disruption,False,False
382,EN,EN,0.9127324261621264,Immediate Attention Needed: Centralized Account Management System Out of Service,False,False
383,EN,EN,0.940018975516644,Problems with RAID Controller Device Connectivity,False,False
384,DE,EN,0.5893872849401836,Service interruption impacting medical systems,True,False
385,EN,EN,0.65122748690131,Wireless Internet Connection Problems,False,False
386,DE,DE,0.9981115277311081,Verfügbarkeitsvorfall,False,False
387,EN,EN,0.7651155689716315,Inquiry for In-Depth Service Offerings Details,False,False
388,EN,EN,0.7674461471046602,Analytics System Disruption,False,False
389,EN,EN,0.8033276081147023,Request for Complete Product Support Documentation,False,False
390,EN,EN,0.8742885584594955,QNAP NAS Connection Problems,False,False
391,DE,DE,0.9969742072931118,Surface Pro Sporadische Abschaltproblematik,False,False
392,EN,EN,0.7565001845667385,Service Interruption,False,False
393,EN,EN,0.5731712683266582,Enhancing Microservices Deployment Processes,False,False
394,DE,DE,0.9965444597850257,Anfrage,False,False
395,EN,EN,0.6687457179079666,Request for a Comprehensive Overview of Marketing Services,False,False
396,EN,EN,0.8085254516146715,Inquiry About Platform Features,False,False
397,DE,DE,0.9968471417742091,"Akuter Vorfall, mehrere Geräte und Plattformen betroffen",False,False
398,EN,EN,0.9362431236873933,Urgent Hardware and Software Update Required,False,False
399,DE,DE,0.9971101504082241,"Dringender Sicherheitszwischenfall, Schnittstellen im Gesundheitswesen betroffen",False,False
400,EN,EN,0.9021960202783622,Multiple Equipment Failures,False,False
401,DE,EN,0.879968803386172,Request for SaaS Platform Architecture Details,True,False
402,EN,EN,0.8981538618147598,Alert of Unauthorized Entry,False,False
403,DE,DE,0.997356234079006,Integrationsprobleme mit Geräten bei EMR-Systemen,False,False
404,EN,EN,0.6373446958207108,Questions About Integration Resources,False,False
405,EN,EN,0.9504999958708982,Immediate Help Needed: Microservices Unreliability,False,False
406,EN,EN,0.8236169178207893,Agile Team Framework,False,False
407,EN,EN,0.948721830257179,Revise Support Procedures,False,False
408,EN,EN,0.9450062178470863,Immediate Help Needed for Microservices Unreliability,False,False
409,DE,DE,0.9986267622051078,Anfrage zur Verbindung des zentralen Kampagnensteuerungssystems,False,False
410,DE,DE,0.9930735501513788,Incident SOC- DevSecOps Monitoring Alert,False,False
411,EN,EN,0.8165683515300077,Widespread Service Disruption Affecting Multiple Platforms,False,False
412,DE,DE,0.9967844198812176,Anfrage zu Investitionsstrategien,False,False
413,DE,DE,0.9943589300732835,Coordination of Marketing Processes with New Hardware Integration,False,False
414,EN,EN,0.9772068192747223,VPN Connection Issue,False,False
415,EN,EN,0.5587979069759998,Immediate Help Needed for Billing Error,False,False
416,EN,EN,0.7991650825219531,Immediate Action Required: Simultaneous Outage Event,False,False
417,EN,EN,0.8969188288265673,Urgent Security Breach Impacting EMR Integration Platform,False,False
418,DE,DE,0.998571467844778,Anfrage zu Sicherheits- und Compliance-Updates für Systeme,False,False
419,EN,EN,0.9584439995907594,System Disruption,False,False
420,DE,DE,0.9990916219417743,Anliegen hinsichtlich kürzlicher Bestellung,False,False
421,DE,DE,0.9896045495550654,Sicherheitslage,False,False
422,EN,EN,0.9324235679923655,Inquiry About Product Feature Differences,False,False
423,EN,EN,0.9439771587968533,Cloud SaaS Sales Platform Incident Report,False,False
424,EN,EN,0.9258345200167303,Maintenance for Configuration Updates,False,False
425,DE,DE,0.9969011934456552,Übersicht der Sicherheitsmaßnahmen im Betrieb,False,False
426,EN,EN,0.9405660150961688,Immediate Attention Needed: Cloud-Native SaaS Service Downtime Issue,False,False
427,DE,DE,0.6887459399652471,System Outages,False,False
428,EN,EN,0.7000416075054016,Question Regarding Account Management Center Integration,False,False
429,DE,DE,0.9968285282284596,Eilige Mitteilung: Fehler bei der Datenverschlüsselung der Crucial SSD,False,False
430,EN,EN,0.7912641356519156,Incorporating New Marketing Plan,False,False
431,EN,EN,0.965954881215943,Request for Progress on Agile Team Reorganization,False,False
432,EN,EN,0.968641548021405,Invoicing Issue,False,False
433,DE,DE,0.9961976291423212,Eiltiges Anliegen: Ausfall der zentralen Kontoverwaltungsplattform,False,False
434,EN,EN,0.9424225504151207,Multi-Device Connectivity,False,False
435,EN,EN,0.8075433532767715,Inquiry Regarding Marketing Service Offerings,False,False
436,EN,EN,0.8441484648414765,Inquiry for Comprehensive Details on the Billing Procedure,False,False
437,DE,DE,0.9961540805894358,Defekte Funktionen,False,False
438,DE,DE,0.9984769308297586,Anfrage zu Investmentstrategien,False,False
439,EN,EN,0.8706624430782961,Critical Problem with Automated Rebalancing System,False,False
440,EN,EN,0.9042112014253364,Challenges with Returns and Swap Procedures,False,False
441,EN,EN,0.9489403351908521,Urgent Report of Security Breach,False,False
442,DE,DE,0.9974359613571431,Problem mit Abrechnungsdifferenzen,False,False
443,DE,EN,0.8929257297829072,Request for Cloud-Native SaaS Architecture Operational Strategies,True,False
444,EN,EN,0.9091234865184726,Service Interruptions,False,False
445,DE,DE,0.6383740533673392,Peripheral Device Issues,False,False
446,DE,DE,0.5013418697305385,Intermittent Failures Across Multiple Products Following Pipeline Update,False,False
447,EN,EN,0.5883366828921648,Failure in High-Intensity Projector Automation Process,False,False
448,EN,EN,0.9587628806409094,Performance Concerns on Cloud SaaS Service,False,False
449,DE,DE,0.9991085740740676,Eilt: Verfügbarkeitsstörung bei Cloud-basiertem SaaS-Service,False,False
450,DE,EN,0.9268808764650244,Billing Inquiry,True,True
451,EN,EN,0.7589383682795461,Adherence to Security Regulations,False,False
452,EN,EN,0.7592440552666737,Query Regarding ESG Data Analysis,False,False
453,EN,EN,0.9568867575792662,Immediate Attention Needed: Connectivity Problems with Monitoring Devices Disrupting Analytics Processes,False,False
454,DE,DE,0.9872094918086595,Dringende Hilfe bei Verbindungsproblemen mit HTC Vive Cosmos Headset,False,False
455,EN,EN,0.7534362145555613,Request for Updates on SaaS Platform Process Enhancements,False,False
456,EN,EN,0.9345173708473375,Network Connectivity Problem,False,False
457,DE,EN,0.7729738836939587,Revise of Security Protocols for Health Data Integration,True,False
458,DE,EN,0.528918891344555,Issue with Synchronization in Account Management Center,True,False
459,EN,EN,0.8768919757396312,Inquiry About Product Swap Procedures,False,False
460,EN,EN,0.8975542000777111,Inquiry About Marketing Firm Details,False,False
461,EN,EN,0.8687429835443475,Request for a Detailed Summary of Product Features,False,False
462,EN,EN,0.584388732799272,Human Resources Issue,False,False
463,EN,EN,0.9414383286667405,Assistance Required for Smartsheet Integration,False,False
464,EN,EN,0.8299329552439029,Excel 2021 Formula Error Notification,False,False
465,EN,EN,0.8680499210313175,Immediate Attention Needed: Agile Team Incident Affecting SaaS System Performance,False,False
466,EN,EN,0.8964473341969261,Questions Regarding Cloud-Based SaaS Architecture and Operational Tactics,False,False
467,DE,DE,0.9971515380251773,Incident on Cloud-Native SaaS Platform,False,False
468,DE,EN,0.8659878748289115,Connectivity Issues with Laser Printer and MacBook Pro,True,False
469,EN,EN,0.8356777845945421,Python Machine Learning Insights,False,False
470,DE,DE,0.9973926180672099,Problem mit automatisiertem Neugewichts-Analysetool,False,False
471,EN,EN,0.9353923904894343,Urgent: Security Breach Related to EMR/PACS Systems,False,False
472,EN,EN,0.7858615933847061,Service Revision,False,False
473,EN,EN,0.7329155199412493,Interdepartmental Coordination Difficulties,False,False
474,EN,EN,0.9634817384547048,Problem with Agile Team Collaboration Tools,False,False
475,EN,EN,0.9459436232382259,Resolving Bose Headset and QNAP NAS Connectivity Problem,False,False
476,EN,EN,0.9353635877799052,Synchronization Problems,False,False
477,EN,EN,0.815919544714319,Immediate Attention Needed: Multiple Hardware and Software Malfunctions,False,False
478,DE,DE,0.9922219770370495,Anfrage nach umfassenden Details zu verfügbaren Produkten und Services,False,False
479,EN,EN,0.7779400854404617,Assistance with Secure Integration of QuickBooks Online,False,False
480,EN,EN,0.7952252324470559,Critical: Cloud Infrastructure Disruption Impacting SaaS Offerings,False,False
481,EN,EN,0.8473080970158687,Alert Regarding Interruptions in Microservices Deployment,False,False
482,EN,EN,0.9143171326291836,Billing Statement,False,False
483,DE,DE,0.9954569952474964,Agile Organizational Framework,False,False
484,DE,DE,0.9915110121092529,Anfrage zu bewährten Methoden für Integration,False,False
485,EN,EN,0.9587182016177456,Malfunction in Product Features,False,False
486,EN,EN,0.8909849925540027,Various Equipment Malfunctions Disrupting Operations,False,False
487,DE,EN,0.6372308645088741,Multiple Critical Devices Causing Network Issues,True,False
488,EN,EN,0.9587100875844975,Frequent Loss of Connection When Signing into Chromebook,False,False
489,EN,EN,0.8622251719217868,Immediate Help Needed for Video Conference System Connectivity Issues,False,False
490,EN,EN,0.9421103346574008,Immediate Attention Needed: Problems with Evernote Disrupting Critical Tasks,False,False
491,EN,EN,0.9040129781972885,Immediate Attention Needed: Disruption in Service Affecting Several Devices,False,False
492,EN,EN,0.9321441509308193,Notification of Technical Difficulties,False,False
493,DE,DE,0.9971948321871634,Anfrage zu umfassenden Dienstleistungen einer Marketing-Agentur,False,False
494,EN,EN,0.7716665805745698,Request for Comprehensive Platform Infrastructure Details,False,False
495,EN,EN,0.9585396448815474,Guidelines for Returns and Replacements,False,False
496,DE,DE,0.9977403039306982,Dringend: Schwierigkeiten beim Zugriff auf Outlook-E-Mails,False,False
497,DE,DE,0.9965520942832681,Dringende Verbindungsstörungen bei Geräten beeinträchtigen Büroabläufe,False,False
498,EN,EN,0.8741692526868952,Revision of Documentation,False,False
499,EN,EN,0.87013936888836,Request for Unified Campaign Management System Integration,False,False
500,DE,DE,0.9969009851522541,Update der IT-Support-Workflows,False,False
501,EN,EN,0.8821345453541776,Invoicing,False,False
502,EN,EN,0.9335545303924396,Query About All-in-One Marketing Solutions,False,False
503,DE,DE,0.9935895744510281,Klärung,False,False
504,DE,DE,0.9978901165900771,Zugang zum Account-Management-Dashboard möglich?,False,False
505,EN,EN,0.6739444155064122,Billing Question,False,False
506,DE,DE,0.9975394949661164,Systemausfall,False,False
507,DE,DE,0.7678566297106253,Request for ESG Analysis Tools,False,False
508,EN,EN,0.7930450481841569,Security Recommendations,False,False
509,EN,EN,0.972284412336086,Network Connectivity Interruption Problem,False,False
510,DE,DE,0.9976016968108083,Synchronization Difficulties,False,False
511,EN,EN,0.9368831249771828,Subscription Billing Concern,False,False
512,EN,EN,0.9159245595000092,Security Improvement Initiative,False,False
513,DE,EN,0.6314707728413166,Assistance with Wi-Fi Connectivity Issues,True,False
514,EN,EN,0.972243370724817,Rebalancing Concern,False,False
515,EN,EN,0.9832956268603236,Immediate Attention Needed: Persistent Switch Connectivity Problems,False,False
516,DE,DE,0.9979368276106553,Summary,False,False
517,EN,EN,0.9075347705692159,Cloud Service Disruption,False,False
518,DE,DE,0.9965730794974117,Python-Excel-Integration,False,False
519,DE,DE,0.994717811764465,Dringende Unterstützung für das Account Management Center erforderlich,False,False
520,DE,DE,0.9983013234654589,Display Connection Issue with Monitor,False,False
521,EN,EN,0.7497137788773297,Hardware Malfunction Reports,False,False
522,DE,DE,0.9966398090043225,Dringende Verbindungsstörungen bei Geräten beeinträchtigen den Arbeitsfluss im gesamten Büro,False,False
523,EN,EN,0.9181752332289148,Connectivity Problem with Microsoft Surface Pro 8,False,False
524,DE,DE,0.9990514650706425,Mehrere Systemstörungen gemeldet,False,False
525,EN,EN,0.948663653827334,Problem with SaaS Platform Features,False,False
526,DE,DE,0.9692574245140286,Billing Issue,False,False
527,DE,DE,0.9951879958244435,Dringende Unterstützung bei Problemen mit der Cloud-Plattform des Agile Teams benötigt,False,False
528,EN,EN,0.8231441098735243,Improvement Request,False,False
529,EN,EN,0.9432514880691117,Login Problems with Windows 10,False,False
530,EN,EN,0.870538773888967,Inquiry for In-Depth Platform Architecture Details,False,False
531,EN,EN,0.9159315542025555,Immediate Attention Needed: Multiple Device Failures Disrupting Functionality,False,False
532,EN,EN,0.9164434713582396,Difficulties in Coordinating Agile Teams,False,False
